#### Nbr journees max, nbr equipes, nbr matchs
38, 159, 58715
#### Equipe 1, Equipe 2, Score 1, Score 2, Annee, journee, ID team 1, ID team 2
ValenciennesFC,ASSaint-Etienne,1,1,1978,5,155,24
AJAuxerre,ASCannes,1,0,1978,4,6,15
AngersSCO,ChaumontFC,3,2,1978,4,9,33
ASBéziers,USMelun,1,0,1978,4,14,149
ASMonaco,RCStrasbourg,3,2,1978,4,20,111
ASNancyLorraine,ValenciennesFC,2,2,1978,4,21,155
ASPoissy,StadeRennaisFC,1,0,1978,4,23,138
ASSaint-Etienne,OGCNice,1,2,1978,4,24,91
BesançonRC,ToulouseFC,3,1,1978,4,26,140
Châteauroux,USLDunkerque,1,0,1978,4,32,148
EAGuingamp,RedStarFC,0,1,1978,4,45,112
EntenteFontainebleau,FCMartigues,0,1,1978,4,46,60
ESTACTroyes,FCNantes,1,0,1978,4,49,65
FCAvignon,SASpinalien,1,1,1978,4,55,116
FCSochaux-Montbéliard,FCRouen1899,3,0,1978,4,69,66
GazélecFCAjaccio,ACArlesAvignon,2,1,1978,4,72,3
LimogesFC,FCGueugnon,2,4,1978,4,83,56
LOSC,USBoulogneCO,3,0,1978,4,84,146
NîmesOlympique,FCMetz,2,0,1978,4,90,61
ParisFC,Angoulême,2,1,1978,4,99,10
ParisSaint-Germain,GirondinsdeBordeaux,1,2,1978,4,101,74
QuimperCornouailleFC,AmicaledeLucé,0,1,1978,4,103,7
RCLens,OlympiquedeMarseille,3,2,1978,4,106,94
SCBastia,StadedeReims,3,0,1978,4,118,134
SCToulon,Haguenau,4,0,1978,4,122,76
SMCaen,ToursFC,0,3,1978,4,123,141
SRSaint-Dié,OlympiquedAlès,1,0,1978,4,130,92
StadeLavallois,OlympiqueLyonnais,1,0,1978,4,136,96
USNœux-les-Mines,StadeBrestois29,0,3,1978,4,151,131
ASMonaco,SCBastia,2,1,1978,38,20,118
ASSaint-Etienne,GirondinsdeBordeaux,5,0,1978,38,24,74
ESTACTroyes,ValenciennesFC,2,1,1978,38,49,155
FCMetz,FCRouen1899,4,1,1978,38,61,66
FCNantes,OGCNice,6,1,1978,38,65,91
FCSochaux-Montbéliard,OlympiquedeMarseille,1,2,1978,38,69,94
NîmesOlympique,OlympiqueLyonnais,3,0,1978,38,90,96
ParisSaint-Germain,ASNancyLorraine,1,2,1978,38,101,21
RCLens,StadedeReims,3,1,1978,38,106,134
StadeLavallois,RCStrasbourg,2,3,1978,38,136,111
ASMonaco,FCMetz,4,0,1978,37,20,61
ASNancyLorraine,ASSaint-Etienne,2,1,1978,37,21,24
FCRouen1899,FCNantes,0,0,1978,37,66,65
GirondinsdeBordeaux,RCLens,0,1,1978,37,74,106
OlympiquedeMarseille,ESTACTroyes,0,1,1978,37,94,49
OlympiqueLyonnais,OGCNice,1,1,1978,37,96,91
RCStrasbourg,FCSochaux-Montbéliard,1,1,1978,37,111,69
SCBastia,ParisSaint-Germain,5,3,1978,37,118,101
StadedeReims,StadeLavallois,3,1,1978,37,134,136
ValenciennesFC,NîmesOlympique,1,1,1978,37,155,90
ASSaint-Etienne,SCBastia,0,4,1978,36,24,118
ESTACTroyes,RCStrasbourg,0,2,1978,36,49,111
FCMetz,ValenciennesFC,1,1,1978,36,61,155
FCNantes,OlympiqueLyonnais,2,0,1978,36,65,96
FCSochaux-Montbéliard,StadedeReims,2,3,1978,36,69,134
NîmesOlympique,OlympiquedeMarseille,2,1,1978,36,90,94
OGCNice,FCRouen1899,6,1,1978,36,91,66
ParisSaint-Germain,ASMonaco,1,2,1978,36,101,20
RCLens,ASNancyLorraine,1,0,1978,36,106,21
StadeLavallois,GirondinsdeBordeaux,2,1,1978,36,136,74
ASMonaco,ASSaint-Etienne,3,1,1978,35,20,24
ASNancyLorraine,StadeLavallois,3,0,1978,35,21,136
GirondinsdeBordeaux,FCSochaux-Montbéliard,1,1,1978,35,74,69
OlympiquedeMarseille,FCMetz,4,0,1978,35,94,61
OlympiqueLyonnais,FCRouen1899,4,0,1978,35,96,66
ParisSaint-Germain,RCLens,2,1,1978,35,101,106
RCStrasbourg,NîmesOlympique,3,0,1978,35,111,90
SCBastia,OGCNice,4,1,1978,35,118,91
StadedeReims,ESTACTroyes,5,1,1978,35,134,49
ValenciennesFC,FCNantes,0,2,1978,35,155,65
AJAuxerre,USMelun,3,1,1978,34,6,149
AngersSCO,ASBéziers,2,0,1978,34,9,14
ASPoissy,RedStarFC,1,2,1978,34,23,112
ASSaint-Etienne,ParisSaint-Germain,1,1,1978,34,24,101
BesançonRC,ACArlesAvignon,2,3,1978,34,26,3
Châteauroux,AmicaledeLucé,0,0,1978,34,32,7
EAGuingamp,LOSC,0,0,1978,34,45,84
EntenteFontainebleau,ChaumontFC,2,3,1978,34,46,33
ESTACTroyes,GirondinsdeBordeaux,1,1,1978,34,49,74
FCAvignon,OlympiquedAlès,1,0,1978,34,55,92
FCGueugnon,StadeBrestois29,2,0,1978,34,56,131
FCMetz,OlympiqueLyonnais,1,0,1978,34,61,96
FCNantes,OlympiquedeMarseille,1,0,1978,34,65,94
FCRouen1899,RCStrasbourg,0,3,1978,34,66,111
FCSochaux-Montbéliard,ASNancyLorraine,2,0,1978,34,69,21
GazélecFCAjaccio,SRSaint-Dié,3,1,1978,34,72,130
LimogesFC,ToursFC,1,0,1978,34,83,141
NîmesOlympique,StadedeReims,1,0,1978,34,90,134
OGCNice,ValenciennesFC,0,2,1978,34,91,155
ParisFC,USBoulogneCO,2,1,1978,34,99,146
QuimperCornouailleFC,SMCaen,1,2,1978,34,103,123
RCLens,ASMonaco,2,3,1978,34,106,20
SASpinalien,Haguenau,1,0,1978,34,116,76
SCToulon,ASCannes,2,2,1978,34,122,15
StadeLavallois,SCBastia,0,1,1978,34,136,118
ToulouseFC,FCMartigues,3,2,1978,34,140,60
USLDunkerque,StadeRennaisFC,4,2,1978,34,148,138
USNœux-les-Mines,Angoulême,1,1,1978,34,151,10
ACArlesAvignon,FCAvignon,0,2,1978,33,3,55
AmicaledeLucé,LimogesFC,0,0,1978,33,7,83
Angoulême,EAGuingamp,0,0,1978,33,10,45
ASBéziers,GazélecFCAjaccio,2,0,1978,33,14,72
ASCannes,AngersSCO,2,0,1978,33,15,9
ASMonaco,StadeLavallois,4,0,1978,33,20,136
ASNancyLorraine,OGCNice,1,1,1978,33,21,91
ASSaint-Etienne,ESTACTroyes,1,0,1978,33,24,49
ChaumontFC,SCToulon,4,1,1978,33,33,122
FCMartigues,SASpinalien,0,1,1978,33,60,116
GirondinsdeBordeaux,NîmesOlympique,4,4,1978,33,74,90
Haguenau,ToulouseFC,3,1,1978,33,76,140
LOSC,QuimperCornouailleFC,3,2,1978,33,84,103
OlympiquedAlès,EntenteFontainebleau,1,0,1978,33,92,46
OlympiquedeMarseille,FCRouen1899,4,1,1978,33,94,66
ParisSaint-Germain,FCSochaux-Montbéliard,3,1,1978,33,101,69
RCStrasbourg,FCNantes,1,0,1978,33,111,65
RedStarFC,USNœux-les-Mines,2,1,1978,33,112,151
SCBastia,RCLens,3,1,1978,33,118,106
SMCaen,ParisFC,0,1,1978,33,123,99
SRSaint-Dié,AJAuxerre,0,2,1978,33,130,6
StadeBrestois29,USLDunkerque,1,1,1978,33,131,148
StadedeReims,FCMetz,0,0,1978,33,134,61
StadeRennaisFC,FCGueugnon,2,2,1978,33,138,56
ToursFC,ASPoissy,1,0,1978,33,141,23
USBoulogneCO,Châteauroux,2,2,1978,33,146,32
USMelun,BesançonRC,2,0,1978,33,149,26
ValenciennesFC,OlympiqueLyonnais,1,0,1978,33,155,96
AJAuxerre,ASBéziers,1,0,1978,32,6,14
ASPoissy,AmicaledeLucé,0,1,1978,32,23,7
BesançonRC,SRSaint-Dié,0,1,1978,32,26,130
Châteauroux,SMCaen,0,1,1978,32,32,123
EntenteFontainebleau,ACArlesAvignon,4,2,1978,32,46,3
ESTACTroyes,ASNancyLorraine,2,3,1978,32,49,21
FCAvignon,ASCannes,0,0,1978,32,55,15
FCGueugnon,ToursFC,1,2,1978,32,56,141
FCMartigues,Haguenau,3,0,1978,32,60,76
FCMetz,GirondinsdeBordeaux,5,0,1978,32,61,74
FCNantes,StadedeReims,3,1,1978,32,65,134
FCRouen1899,ValenciennesFC,1,1,1978,32,66,155
FCSochaux-Montbéliard,ASMonaco,3,2,1978,32,69,20
GazélecFCAjaccio,AngersSCO,1,5,1978,32,72,9
LimogesFC,Angoulême,2,2,1978,32,83,10
NîmesOlympique,SCBastia,2,0,1978,32,90,118
OGCNice,OlympiquedeMarseille,1,1,1978,32,91,94
OlympiqueLyonnais,RCStrasbourg,1,1,1978,32,96,111
ParisFC,LOSC,1,1,1978,32,99,84
QuimperCornouailleFC,EAGuingamp,0,1,1978,32,103,45
RCLens,ASSaint-Etienne,2,0,1978,32,106,24
SASpinalien,OlympiquedAlès,3,2,1978,32,116,92
SCToulon,USMelun,1,2,1978,32,122,149
StadeLavallois,ParisSaint-Germain,1,2,1978,32,136,101
StadeRennaisFC,StadeBrestois29,4,0,1978,32,138,131
ToulouseFC,ChaumontFC,1,1,1978,32,140,33
USLDunkerque,RedStarFC,3,1,1978,32,148,112
USNœux-les-Mines,USBoulogneCO,1,1,1978,32,151,146
ACArlesAvignon,SASpinalien,1,1,1978,31,3,116
AmicaledeLucé,FCGueugnon,1,0,1978,31,7,56
AngersSCO,AJAuxerre,3,1,1978,31,9,6
Angoulême,ASPoissy,0,0,1978,31,10,23
ASBéziers,FCMartigues,1,1,1978,31,14,60
ASCannes,EntenteFontainebleau,1,1,1978,31,15,46
ASMonaco,ESTACTroyes,1,1,1978,31,20,49
ASNancyLorraine,FCRouen1899,1,0,1978,31,21,66
ASSaint-Etienne,StadeLavallois,1,0,1978,31,24,136
ChaumontFC,Haguenau,4,1,1978,31,33,76
EAGuingamp,ParisFC,1,1,1978,31,45,99
GazélecFCAjaccio,BesançonRC,1,1,1978,31,72,26
GirondinsdeBordeaux,FCNantes,1,0,1978,31,74,65
LOSC,StadeRennaisFC,4,0,1978,31,84,138
OlympiquedAlès,ToulouseFC,0,1,1978,31,92,140
OlympiquedeMarseille,OlympiqueLyonnais,4,0,1978,31,94,96
ParisSaint-Germain,NîmesOlympique,5,0,1978,31,101,90
QuimperCornouailleFC,Châteauroux,0,0,1978,31,103,32
RCLens,FCMetz,1,2,1978,31,106,61
RCStrasbourg,ValenciennesFC,1,1,1978,31,111,155
RedStarFC,StadeBrestois29,0,0,1978,31,112,131
SCBastia,FCSochaux-Montbéliard,0,0,1978,31,118,69
SMCaen,USNœux-les-Mines,1,0,1978,31,123,151
SRSaint-Dié,SCToulon,0,3,1978,31,130,122
StadedeReims,OGCNice,0,0,1978,31,134,91
ToursFC,USLDunkerque,1,1,1978,31,141,148
USBoulogneCO,LimogesFC,0,0,1978,31,146,83
USMelun,FCAvignon,2,0,1978,31,149,55
AJAuxerre,GazélecFCAjaccio,4,0,1978,30,6,72
ASPoissy,USBoulogneCO,1,0,1978,30,23,146
BesançonRC,AngersSCO,0,0,1978,30,26,9
Châteauroux,EAGuingamp,3,1,1978,30,32,45
EntenteFontainebleau,USMelun,3,1,1978,30,46,149
ESTACTroyes,ParisSaint-Germain,3,1,1978,30,49,101
FCAvignon,SRSaint-Dié,7,0,1978,30,55,130
FCGueugnon,Angoulême,2,1,1978,30,56,10
FCMartigues,ChaumontFC,1,0,1978,30,60,33
FCMetz,SCBastia,0,0,1978,30,61,118
FCNantes,ASNancyLorraine,2,0,1978,30,65,21
FCRouen1899,StadedeReims,1,2,1978,30,66,134
FCSochaux-Montbéliard,ASSaint-Etienne,2,3,1978,30,69,24
Haguenau,OlympiquedAlès,0,4,1978,30,76,92
LimogesFC,SMCaen,2,0,1978,30,83,123
NîmesOlympique,ASMonaco,3,4,1978,30,90,20
OGCNice,RCStrasbourg,0,1,1978,30,91,111
OlympiqueLyonnais,GirondinsdeBordeaux,1,1,1978,30,96,74
ParisFC,QuimperCornouailleFC,1,1,1978,30,99,103
SASpinalien,ASCannes,1,0,1978,30,116,15
SCToulon,ASBéziers,2,0,1978,30,122,14
StadeBrestois29,ToursFC,1,1,1978,30,131,141
StadeLavallois,RCLens,3,0,1978,30,136,106
StadeRennaisFC,RedStarFC,1,3,1978,30,138,112
ToulouseFC,ACArlesAvignon,0,1,1978,30,140,3
USLDunkerque,AmicaledeLucé,2,2,1978,30,148,7
USNœux-les-Mines,LOSC,0,3,1978,30,151,84
ValenciennesFC,OlympiquedeMarseille,1,2,1978,30,155,94
ACArlesAvignon,AJAuxerre,0,1,1978,3,3,6
AmicaledeLucé,ParisFC,0,0,1978,3,7,99
Angoulême,QuimperCornouailleFC,5,1,1978,3,10,103
ASCannes,GazélecFCAjaccio,3,1,1978,3,15,72
ASNancyLorraine,SCBastia,3,0,1978,3,21,118
ChaumontFC,SASpinalien,2,2,1978,3,33,116
FCMartigues,SCToulon,2,0,1978,3,60,122
FCNantes,NîmesOlympique,3,1,1978,3,65,90
FCRouen1899,ESTACTroyes,2,1,1978,3,66,49
GirondinsdeBordeaux,ASMonaco,0,4,1978,3,74,20
Haguenau,FCAvignon,0,1,1978,3,76,55
OGCNice,FCMetz,1,1,1978,3,91,61
OlympiquedAlès,BesançonRC,1,2,1978,3,92,26
OlympiquedeMarseille,StadeLavallois,0,1,1978,3,94,136
OlympiqueLyonnais,RCLens,2,0,1978,3,96,106
RCStrasbourg,ParisSaint-Germain,1,1,1978,3,111,101
RedStarFC,FCGueugnon,3,0,1978,3,112,56
SMCaen,LOSC,0,2,1978,3,123,84
SRSaint-Dié,ASBéziers,2,0,1978,3,130,14
StadeBrestois29,LimogesFC,5,0,1978,3,131,83
StadedeReims,ASSaint-Etienne,0,0,1978,3,134,24
StadeRennaisFC,USNœux-les-Mines,1,1,1978,3,138,151
ToulouseFC,EntenteFontainebleau,2,0,1978,3,140,46
ToursFC,Châteauroux,3,2,1978,3,141,32
USBoulogneCO,EAGuingamp,2,1,1978,3,146,45
USLDunkerque,ASPoissy,3,1,1978,3,148,23
USMelun,AngersSCO,0,0,1978,3,149,9
ValenciennesFC,FCSochaux-Montbéliard,1,2,1978,3,155,69
ACArlesAvignon,Haguenau,0,0,1978,29,3,76
AJAuxerre,SASpinalien,4,0,1978,29,6,116
AmicaledeLucé,StadeBrestois29,0,0,1978,29,7,131
AngersSCO,SCToulon,0,0,1978,29,9,122
Angoulême,USLDunkerque,2,0,1978,29,10,148
ASBéziers,BesançonRC,0,0,1978,29,14,26
ASCannes,ToulouseFC,1,1,1978,29,15,140
ASMonaco,FCRouen1899,6,1,1978,29,20,66
ASNancyLorraine,NîmesOlympique,2,2,1978,29,21,90
ASSaint-Etienne,FCMetz,2,0,1978,29,24,61
EAGuingamp,USNœux-les-Mines,0,0,1978,29,45,151
GazélecFCAjaccio,FCAvignon,2,0,1978,29,72,55
GirondinsdeBordeaux,ValenciennesFC,2,0,1978,29,74,155
LOSC,Châteauroux,1,0,1978,29,84,32
OlympiquedAlès,ChaumontFC,5,0,1978,29,92,33
ParisFC,FCGueugnon,2,0,1978,29,99,56
ParisSaint-Germain,FCNantes,0,1,1978,29,101,65
QuimperCornouailleFC,LimogesFC,2,0,1978,29,103,83
RCLens,FCSochaux-Montbéliard,1,3,1978,29,106,69
RCStrasbourg,OlympiquedeMarseille,2,1,1978,29,111,94
SCBastia,ESTACTroyes,6,0,1978,29,118,49
SMCaen,ASPoissy,0,3,1978,29,123,23
SRSaint-Dié,EntenteFontainebleau,6,1,1978,29,130,46
StadedeReims,OlympiqueLyonnais,2,1,1978,29,134,96
StadeLavallois,OGCNice,2,0,1978,29,136,91
ToursFC,RedStarFC,1,1,1978,29,141,112
USBoulogneCO,StadeRennaisFC,2,2,1978,29,146,138
USMelun,FCMartigues,0,0,1978,29,149,60
ASPoissy,LOSC,0,0,1978,28,23,84
BesançonRC,AJAuxerre,3,1,1978,28,26,6
Châteauroux,ParisFC,0,1,1978,28,32,99
ChaumontFC,ACArlesAvignon,2,1,1978,28,33,3
EntenteFontainebleau,ASBéziers,1,1,1978,28,46,14
ESTACTroyes,RCLens,0,0,1978,28,49,106
FCAvignon,AngersSCO,2,1,1978,28,55,9
FCGueugnon,USBoulogneCO,2,1,1978,28,56,146
FCMartigues,OlympiquedAlès,4,1,1978,28,60,92
FCMetz,RCStrasbourg,0,0,1978,28,61,111
FCNantes,ASMonaco,1,0,1978,28,65,20
FCRouen1899,SCBastia,0,0,1978,28,66,118
FCSochaux-Montbéliard,StadeLavallois,4,1,1978,28,69,136
Haguenau,ASCannes,1,2,1978,28,76,15
LimogesFC,EAGuingamp,1,1,1978,28,83,45
NîmesOlympique,ASSaint-Etienne,0,0,1978,28,90,24
OGCNice,ParisSaint-Germain,2,3,1978,28,91,101
OlympiquedeMarseille,GirondinsdeBordeaux,4,0,1978,28,94,74
OlympiqueLyonnais,ASNancyLorraine,1,3,1978,28,96,21
RedStarFC,AmicaledeLucé,3,0,1978,28,112,7
SASpinalien,USMelun,0,2,1978,28,116,149
SCToulon,GazélecFCAjaccio,2,0,1978,28,122,72
StadeBrestois29,Angoulême,2,1,1978,28,131,10
StadeRennaisFC,ToursFC,0,0,1978,28,138,141
ToulouseFC,SRSaint-Dié,1,0,1978,28,140,130
USLDunkerque,SMCaen,4,1,1978,28,148,123
USNœux-les-Mines,QuimperCornouailleFC,2,0,1978,28,151,103
ValenciennesFC,StadedeReims,0,0,1978,28,155,134
ACArlesAvignon,OlympiquedAlès,5,0,1978,27,3,92
AJAuxerre,SCToulon,0,0,1978,27,6,122
AmicaledeLucé,ToursFC,1,0,1978,27,7,141
AngersSCO,EntenteFontainebleau,3,1,1978,27,9,46
Angoulême,StadeRennaisFC,3,0,1978,27,10,138
ASBéziers,FCAvignon,0,0,1978,27,14,55
ASCannes,FCMartigues,4,0,1978,27,15,60
ASMonaco,OGCNice,2,0,1978,27,20,91
ASNancyLorraine,FCMetz,0,0,1978,27,21,61
ASSaint-Etienne,FCRouen1899,2,1,1978,27,24,66
BesançonRC,SASpinalien,4,1,1978,27,26,116
Châteauroux,FCGueugnon,1,1,1978,27,32,56
EAGuingamp,ASPoissy,1,2,1978,27,45,23
FCSochaux-Montbéliard,NîmesOlympique,1,1,1978,27,69,90
GazélecFCAjaccio,ToulouseFC,0,2,1978,27,72,140
GirondinsdeBordeaux,RCStrasbourg,3,0,1978,27,74,111
LOSC,LimogesFC,4,2,1978,27,84,83
ParisFC,USNœux-les-Mines,3,0,1978,27,99,151
ParisSaint-Germain,OlympiqueLyonnais,2,3,1978,27,101,96
QuimperCornouailleFC,USLDunkerque,1,0,1978,27,103,148
RCLens,ValenciennesFC,0,2,1978,27,106,155
SCBastia,FCNantes,0,0,1978,27,118,65
SMCaen,RedStarFC,2,2,1978,27,123,112
SRSaint-Dié,ChaumontFC,2,1,1978,27,130,33
StadedeReims,OlympiquedeMarseille,0,0,1978,27,134,94
StadeLavallois,ESTACTroyes,2,1,1978,27,136,49
USBoulogneCO,StadeBrestois29,1,0,1978,27,146,131
USMelun,Haguenau,1,0,1978,27,149,76
ASPoissy,QuimperCornouailleFC,0,0,1978,26,23,103
ChaumontFC,ASCannes,2,1,1978,26,33,15
EntenteFontainebleau,GazélecFCAjaccio,1,0,1978,26,46,72
ESTACTroyes,FCSochaux-Montbéliard,1,0,1978,26,49,69
FCAvignon,AJAuxerre,2,0,1978,26,55,6
FCGueugnon,EAGuingamp,4,0,1978,26,56,45
FCMartigues,ACArlesAvignon,0,0,1978,26,60,3
FCMetz,ParisSaint-Germain,2,1,1978,26,61,101
FCNantes,ASSaint-Etienne,1,0,1978,26,65,24
FCRouen1899,GirondinsdeBordeaux,1,2,1978,26,66,74
Haguenau,SRSaint-Dié,0,1,1978,26,76,130
LimogesFC,ParisFC,1,2,1978,26,83,99
NîmesOlympique,StadeLavallois,1,0,1978,26,90,136
OGCNice,RCLens,5,4,1978,26,91,106
OlympiquedAlès,ASBéziers,2,2,1978,26,92,14
OlympiquedeMarseille,ASNancyLorraine,1,1,1978,26,94,21
OlympiqueLyonnais,ASMonaco,1,1,1978,26,96,20
RCStrasbourg,StadedeReims,2,1,1978,26,111,134
RedStarFC,Angoulême,2,0,1978,26,112,10
SASpinalien,AngersSCO,1,1,1978,26,116,9
SCToulon,BesançonRC,2,0,1978,26,122,26
StadeBrestois29,SMCaen,4,2,1978,26,131,123
StadeRennaisFC,AmicaledeLucé,1,1,1978,26,138,7
ToulouseFC,USMelun,1,0,1978,26,140,149
ToursFC,LOSC,0,2,1978,26,141,84
USLDunkerque,USBoulogneCO,2,2,1978,26,148,146
USNœux-les-Mines,Châteauroux,1,1,1978,26,151,32
ValenciennesFC,SCBastia,2,0,1978,26,155,118
AJAuxerre,EntenteFontainebleau,3,1,1978,25,6,46
AngersSCO,ToulouseFC,1,0,1978,25,9,140
Angoulême,ToursFC,2,1,1978,25,10,141
ASBéziers,Haguenau,4,1,1978,25,14,76
ASCannes,OlympiquedAlès,4,3,1978,25,15,92
ASMonaco,ValenciennesFC,3,2,1978,25,20,155
ASNancyLorraine,RCStrasbourg,3,1,1978,25,21,111
ASSaint-Etienne,OlympiqueLyonnais,1,0,1978,25,24,96
BesançonRC,FCAvignon,1,0,1978,25,26,55
Châteauroux,LimogesFC,0,0,1978,25,32,83
EAGuingamp,USLDunkerque,3,2,1978,25,45,148
ESTACTroyes,OGCNice,3,1,1978,25,49,91
FCSochaux-Montbéliard,FCNantes,1,1,1978,25,69,65
GazélecFCAjaccio,SASpinalien,0,0,1978,25,72,116
GirondinsdeBordeaux,StadedeReims,2,0,1978,25,74,134
LOSC,StadeBrestois29,4,1,1978,25,84,131
ParisFC,ASPoissy,2,0,1978,25,99,23
ParisSaint-Germain,FCRouen1899,3,1,1978,25,101,66
QuimperCornouailleFC,FCGueugnon,3,3,1978,25,103,56
RCLens,NîmesOlympique,4,1,1978,25,106,90
SCBastia,OlympiquedeMarseille,2,0,1978,25,118,94
SCToulon,ACArlesAvignon,3,0,1978,25,122,3
SMCaen,StadeRennaisFC,4,1,1978,25,123,138
SRSaint-Dié,FCMartigues,1,0,1978,25,130,60
StadeLavallois,FCMetz,3,0,1978,25,136,61
USBoulogneCO,RedStarFC,0,2,1978,25,146,112
USMelun,ChaumontFC,1,1,1978,25,149,33
USNœux-les-Mines,AmicaledeLucé,1,0,1978,25,151,7
ACArlesAvignon,ASCannes,2,0,1978,24,3,15
AmicaledeLucé,Angoulême,1,1,1978,24,7,10
ASPoissy,Châteauroux,1,1,1978,24,23,32
ChaumontFC,AJAuxerre,1,1,1978,24,33,6
EntenteFontainebleau,BesançonRC,0,2,1978,24,46,26
FCAvignon,SCToulon,2,1,1978,24,55,122
FCGueugnon,SMCaen,2,1,1978,24,56,123
FCMartigues,AngersSCO,1,2,1978,24,60,9
FCMetz,FCSochaux-Montbéliard,1,1,1978,24,61,69
FCNantes,StadeLavallois,3,1,1978,24,65,136
FCRouen1899,RCLens,0,0,1978,24,66,106
Haguenau,GazélecFCAjaccio,1,0,1978,24,76,72
LimogesFC,USNœux-les-Mines,0,1,1978,24,83,151
NîmesOlympique,ESTACTroyes,1,1,1978,24,90,49
OGCNice,GirondinsdeBordeaux,1,0,1978,24,91,74
OlympiquedAlès,USMelun,3,1,1978,24,92,149
OlympiquedeMarseille,ASMonaco,2,2,1978,24,94,20
OlympiqueLyonnais,SCBastia,2,1,1978,24,96,118
RCStrasbourg,ASSaint-Etienne,2,0,1978,24,111,24
RedStarFC,ParisFC,0,1,1978,24,112,99
SASpinalien,SRSaint-Dié,3,1,1978,24,116,130
StadeBrestois29,QuimperCornouailleFC,2,0,1978,24,131,103
StadedeReims,ASNancyLorraine,4,1,1978,24,134,21
StadeRennaisFC,EAGuingamp,2,0,1978,24,138,45
ToulouseFC,ASBéziers,1,1,1978,24,140,14
ToursFC,USBoulogneCO,4,1,1978,24,141,146
USLDunkerque,LOSC,1,3,1978,24,148,84
ValenciennesFC,ParisSaint-Germain,2,1,1978,24,155,101
AJAuxerre,OlympiquedAlès,1,0,1978,23,6,92
AngersSCO,Haguenau,2,0,1978,23,9,76
ASBéziers,SASpinalien,0,0,1978,23,14,116
ASMonaco,StadedeReims,2,0,1978,23,20,134
ASNancyLorraine,GirondinsdeBordeaux,4,1,1978,23,21,74
ASSaint-Etienne,ValenciennesFC,2,1,1978,23,24,155
BesançonRC,FCMartigues,4,1,1978,23,26,60
Châteauroux,StadeRennaisFC,1,1,1978,23,32,138
EAGuingamp,StadeBrestois29,3,1,1978,23,45,131
ESTACTroyes,FCMetz,0,2,1978,23,49,61
FCAvignon,ToulouseFC,3,1,1978,23,55,140
FCSochaux-Montbéliard,OlympiqueLyonnais,1,0,1978,23,69,96
GazélecFCAjaccio,ChaumontFC,1,0,1978,23,72,33
LimogesFC,USLDunkerque,0,0,1978,23,83,148
LOSC,FCGueugnon,3,1,1978,23,84,56
NîmesOlympique,OGCNice,1,1,1978,23,90,91
ParisFC,ToursFC,6,1,1978,23,99,141
ParisSaint-Germain,OlympiquedeMarseille,5,1,1978,23,101,94
QuimperCornouailleFC,RedStarFC,1,1,1978,23,103,112
RCLens,FCNantes,0,1,1978,23,106,65
SCBastia,RCStrasbourg,3,1,1978,23,118,111
SCToulon,EntenteFontainebleau,2,0,1978,23,122,46
SMCaen,AmicaledeLucé,1,2,1978,23,123,7
SRSaint-Dié,ACArlesAvignon,2,0,1978,23,130,3
StadeLavallois,FCRouen1899,3,0,1978,23,136,66
USBoulogneCO,Angoulême,2,1,1978,23,146,10
USMelun,ASCannes,1,2,1978,23,149,15
USNœux-les-Mines,ASPoissy,2,0,1978,23,151,23
ACArlesAvignon,USMelun,1,2,1978,22,3,149
AmicaledeLucé,USBoulogneCO,2,2,1978,22,7,146
Angoulême,SMCaen,5,2,1978,22,10,123
ASCannes,SRSaint-Dié,1,0,1978,22,15,130
ASPoissy,LimogesFC,0,2,1978,22,23,83
ChaumontFC,ASBéziers,1,2,1978,22,33,14
EntenteFontainebleau,FCAvignon,1,1,1978,22,46,55
FCGueugnon,USNœux-les-Mines,6,0,1978,22,56,151
FCMartigues,GazélecFCAjaccio,2,0,1978,22,60,72
FCMetz,NîmesOlympique,3,0,1978,22,61,90
FCNantes,ESTACTroyes,3,0,1978,22,65,49
FCRouen1899,FCSochaux-Montbéliard,1,2,1978,22,66,69
GirondinsdeBordeaux,ParisSaint-Germain,1,2,1978,22,74,101
Haguenau,BesançonRC,1,3,1978,22,76,26
OGCNice,ASSaint-Etienne,2,1,1978,22,91,24
OlympiquedAlès,AngersSCO,0,3,1978,22,92,9
OlympiquedeMarseille,RCLens,4,0,1978,22,94,106
OlympiqueLyonnais,StadeLavallois,5,0,1978,22,96,136
RCStrasbourg,ASMonaco,3,0,1978,22,111,20
RedStarFC,LOSC,1,0,1978,22,112,84
SASpinalien,SCToulon,1,1,1978,22,116,122
StadeBrestois29,Châteauroux,4,2,1978,22,131,32
StadedeReims,SCBastia,1,3,1978,22,134,118
StadeRennaisFC,QuimperCornouailleFC,2,0,1978,22,138,103
ToulouseFC,AJAuxerre,1,0,1978,22,140,6
ToursFC,EAGuingamp,3,1,1978,22,141,45
USLDunkerque,ParisFC,3,0,1978,22,148,99
ValenciennesFC,ASNancyLorraine,0,1,1978,22,155,21
AJAuxerre,Haguenau,4,0,1978,21,6,76
AngersSCO,ACArlesAvignon,2,0,1978,21,9,3
ASBéziers,ASCannes,2,0,1978,21,14,15
ASMonaco,GirondinsdeBordeaux,3,2,1978,21,20,74
ASPoissy,FCGueugnon,1,1,1978,21,23,56
ASSaint-Etienne,StadedeReims,2,0,1978,21,24,134
BesançonRC,ChaumontFC,2,1,1978,21,26,33
Châteauroux,RedStarFC,3,1,1978,21,32,112
EAGuingamp,AmicaledeLucé,1,1,1978,21,45,7
