#### Nbr journees max, nbr equipes, nbr matchs
38, 159, 58715
#### Equipe 1, Equipe 2, Score 1, Score 2, Annee, journee, ID team 1, ID team 2
FCRouen1899,AngersSCO,0,0,1964,3,66,9
GF38,ASAixoise,2,0,1964,3,73,12
HavreAC,SCToulon,2,4,1964,3,77,122
OGCNice,OlympiqueLyonnais,1,2,1964,3,91,96
OlympiquedeMarseille,ASCannes,1,1,1964,3,94,15
RCLens,NîmesOlympique,4,2,1964,3,106,90
RCStrasbourg,RCParis,2,1,1964,3,111,107
RedStarFC,LimogesFC,1,4,1964,3,112,83
SOMontpelliérain,Forbach,2,2,1964,3,128,71
StadeFrançais,StadedeReims,0,2,1964,3,135,134
StadeRennaisFC,ToulouseFC,4,2,1964,3,138,140
USBoulogneCO,FCMetz,1,1,1964,3,146,61
ASCannes,ASAixoise,2,1,1964,29,15,12
ASSaint-Etienne,FCRouen1899,1,0,1964,29,24,66
CSSedan,NîmesOlympique,3,1,1964,29,40,90
FCNancy,ASCherbourg,1,4,1964,29,64,16
FCNantes,StadeFrançais,3,1,1964,29,65,135
FCSochaux-Montbéliard,USBoulogneCO,4,1,1964,29,69,146
Forbach,ASBéziers,1,1,1964,29,71,14
HavreAC,LimogesFC,2,3,1964,29,77,83
LOSC,FCMetz,0,0,1964,29,84,61
OGCNice,GirondinsdeBordeaux,2,0,1964,29,91,74
OlympiquedeMarseille,RedStarFC,0,2,1964,29,94,112
RCParis,AngersSCO,3,4,1964,29,107,9
RCStrasbourg,StadedeReims,1,2,1964,29,111,134
SCToulon,BesançonRC,3,2,1964,29,122,26
SOMontpelliérain,GF38,3,1,1964,29,128,73
StadeRennaisFC,RCLens,0,0,1964,29,138,106
ToulouseFC,ASMonaco,1,1,1964,29,140,20
ValenciennesFC,OlympiqueLyonnais,0,1,1964,29,155,96
AngersSCO,CSSedan,1,0,1964,28,9,40
ASBéziers,ASCannes,3,2,1964,28,14,15
ASCherbourg,LOSC,2,1,1964,28,16,84
ASMonaco,ValenciennesFC,3,0,1964,28,20,155
BesançonRC,OlympiquedeMarseille,0,1,1964,28,26,94
FCMetz,Forbach,4,2,1964,28,61,71
FCRouen1899,OGCNice,3,0,1964,28,66,91
GF38,FCNancy,4,0,1964,28,73,64
GirondinsdeBordeaux,ToulouseFC,2,1,1964,28,74,140
HavreAC,ASAixoise,2,1,1964,28,77,12
LimogesFC,FCSochaux-Montbéliard,1,0,1964,28,83,69
NîmesOlympique,RCStrasbourg,1,1,1964,28,90,111
OlympiqueLyonnais,RCParis,5,1,1964,28,96,107
RCLens,ASSaint-Etienne,4,2,1964,28,106,24
RedStarFC,SOMontpelliérain,2,2,1964,28,112,128
StadedeReims,FCNantes,1,1,1964,28,134,65
StadeFrançais,StadeRennaisFC,4,2,1964,28,135,138
USBoulogneCO,SCToulon,0,1,1964,28,146,122
AngersSCO,ValenciennesFC,3,2,1964,27,9,155
ASCannes,FCMetz,0,0,1964,27,15,61
FCNancy,RedStarFC,2,0,1964,27,64,112
FCRouen1899,StadeRennaisFC,3,1,1964,27,66,138
FCSochaux-Montbéliard,ASAixoise,1,0,1964,27,69,12
Forbach,ASCherbourg,0,0,1964,27,71,16
GirondinsdeBordeaux,ASMonaco,0,0,1964,27,74,20
HavreAC,ASBéziers,2,0,1964,27,77,14
LimogesFC,USBoulogneCO,4,2,1964,27,83,146
LOSC,GF38,1,0,1964,27,84,73
NîmesOlympique,RCParis,3,1,1964,27,90,107
OGCNice,ASSaint-Etienne,1,1,1964,27,91,24
OlympiquedeMarseille,SCToulon,3,1,1964,27,94,122
OlympiqueLyonnais,ToulouseFC,1,2,1964,27,96,140
RCLens,FCNantes,2,0,1964,27,106,65
SOMontpelliérain,BesançonRC,2,0,1964,27,128,26
StadedeReims,CSSedan,1,0,1964,27,134,40
StadeFrançais,RCStrasbourg,1,0,1964,27,135,111
ASAixoise,LimogesFC,4,1,1964,26,12,83
ASBéziers,FCSochaux-Montbéliard,1,2,1964,26,14,69
ASCherbourg,ASCannes,1,1,1964,26,16,15
ASSaint-Etienne,StadeFrançais,0,1,1964,26,24,135
BesançonRC,FCNancy,1,0,1964,26,26,64
CSSedan,OlympiqueLyonnais,2,0,1964,26,40,96
FCMetz,HavreAC,3,2,1964,26,61,77
FCNantes,NîmesOlympique,2,1,1964,26,65,90
FCRouen1899,GirondinsdeBordeaux,0,0,1964,26,66,74
GF38,Forbach,0,1,1964,26,73,71
OGCNice,RCLens,3,2,1964,26,91,106
RCParis,ASMonaco,1,5,1964,26,107,20
RCStrasbourg,AngersSCO,2,1,1964,26,111,9
RedStarFC,LOSC,1,0,1964,26,112,84
SCToulon,SOMontpelliérain,1,0,1964,26,122,128
StadeRennaisFC,StadedeReims,2,0,1964,26,138,134
USBoulogneCO,OlympiquedeMarseille,1,4,1964,26,146,94
ValenciennesFC,ToulouseFC,2,3,1964,26,155,140
AngersSCO,FCNantes,3,3,1964,25,9,65
ASAixoise,USBoulogneCO,0,3,1964,25,12,146
ASCannes,GF38,0,1,1964,25,15,73
ASMonaco,CSSedan,3,1,1964,25,20,40
FCNancy,SCToulon,2,0,1964,25,64,122
FCSochaux-Montbéliard,FCMetz,2,0,1964,25,69,61
Forbach,RedStarFC,0,1,1964,25,71,112
GirondinsdeBordeaux,ValenciennesFC,0,3,1964,25,74,155
HavreAC,ASCherbourg,4,1,1964,25,77,16
LimogesFC,ASBéziers,1,1,1964,25,83,14
LOSC,BesançonRC,4,2,1964,25,84,26
NîmesOlympique,StadeRennaisFC,3,1,1964,25,90,138
OlympiqueLyonnais,RCStrasbourg,1,1,1964,25,96,111
RCLens,FCRouen1899,0,2,1964,25,106,66
SOMontpelliérain,OlympiquedeMarseille,1,0,1964,25,128,94
StadedeReims,ASSaint-Etienne,3,1,1964,25,134,24
StadeFrançais,OGCNice,2,2,1964,25,135,91
ToulouseFC,RCParis,2,2,1964,25,140,107
ASBéziers,ASAixoise,0,4,1964,24,14,12
ASCherbourg,FCSochaux-Montbéliard,2,1,1964,24,16,69
ASSaint-Etienne,NîmesOlympique,3,0,1964,24,24,90
BesançonRC,Forbach,1,0,1964,24,26,71
CSSedan,ToulouseFC,1,1,1964,24,40,140
FCMetz,LimogesFC,0,0,1964,24,61,83
FCRouen1899,StadeFrançais,2,0,1964,24,66,135
GF38,HavreAC,1,1,1964,24,73,77
OGCNice,StadedeReims,1,1,1964,24,91,134
OlympiquedeMarseille,FCNancy,3,0,1964,24,94,64
OlympiqueLyonnais,FCNantes,1,1,1964,24,96,65
RCLens,GirondinsdeBordeaux,8,1,1964,24,106,74
RCParis,ValenciennesFC,1,3,1964,24,107,155
RCStrasbourg,ASMonaco,1,1,1964,24,111,20
RedStarFC,ASCannes,3,2,1964,24,112,15
SCToulon,LOSC,2,2,1964,24,122,84
StadeRennaisFC,AngersSCO,2,4,1964,24,138,9
USBoulogneCO,SOMontpelliérain,4,1,1964,24,146,128
AngersSCO,ASSaint-Etienne,3,1,1964,23,9,24
ASAixoise,FCMetz,2,3,1964,23,12,61
ASBéziers,USBoulogneCO,0,0,1964,23,14,146
ASCannes,BesançonRC,2,1,1964,23,15,26
ASMonaco,FCNantes,3,1,1964,23,20,65
FCNancy,SOMontpelliérain,1,1,1964,23,64,128
FCSochaux-Montbéliard,GF38,1,4,1964,23,69,73
Forbach,SCToulon,3,1,1964,23,71,122
GirondinsdeBordeaux,RCParis,2,2,1964,23,74,107
HavreAC,RedStarFC,1,3,1964,23,77,112
LimogesFC,ASCherbourg,2,2,1964,23,83,16
LOSC,OlympiquedeMarseille,3,1,1964,23,84,94
NîmesOlympique,OGCNice,0,0,1964,23,90,91
OlympiqueLyonnais,StadeRennaisFC,4,1,1964,23,96,138
StadedeReims,FCRouen1899,0,0,1964,23,134,66
StadeFrançais,RCLens,1,0,1964,23,135,106
ToulouseFC,RCStrasbourg,3,2,1964,23,140,111
ValenciennesFC,CSSedan,2,0,1964,23,155,40
ASCherbourg,ASAixoise,0,2,1964,22,16,12
ASSaint-Etienne,OlympiqueLyonnais,2,1,1964,22,24,96
BesançonRC,HavreAC,3,3,1964,22,26,77
CSSedan,RCParis,1,0,1964,22,40,107
FCMetz,ASBéziers,2,0,1964,22,61,14
FCNantes,ToulouseFC,2,2,1964,22,65,140
FCRouen1899,NîmesOlympique,1,0,1964,22,66,90
GF38,LimogesFC,2,0,1964,22,73,83
OGCNice,AngersSCO,3,1,1964,22,91,9
OlympiquedeMarseille,Forbach,3,2,1964,22,94,71
RCLens,StadedeReims,2,1,1964,22,106,134
RCStrasbourg,ValenciennesFC,1,0,1964,22,111,155
RedStarFC,FCSochaux-Montbéliard,2,2,1964,22,112,69
SCToulon,ASCannes,2,1,1964,22,122,15
SOMontpelliérain,LOSC,2,0,1964,22,128,84
StadeFrançais,GirondinsdeBordeaux,2,0,1964,22,135,74
StadeRennaisFC,ASMonaco,2,1,1964,22,138,20
USBoulogneCO,FCNancy,0,3,1964,22,146,64
AngersSCO,FCRouen1899,3,0,1964,21,9,66
ASAixoise,GF38,0,0,1964,21,12,73
ASBéziers,ASCherbourg,0,0,1964,21,14,16
ASCannes,OlympiquedeMarseille,0,1,1964,21,15,94
ASMonaco,ASSaint-Etienne,2,1,1964,21,20,24
FCMetz,USBoulogneCO,6,3,1964,21,61,146
FCSochaux-Montbéliard,BesançonRC,5,0,1964,21,69,26
Forbach,SOMontpelliérain,1,1,1964,21,71,128
GirondinsdeBordeaux,CSSedan,3,2,1964,21,74,40
LimogesFC,RedStarFC,1,2,1964,21,83,112
LOSC,FCNancy,2,0,1964,21,84,64
NîmesOlympique,RCLens,1,1,1964,21,90,106
OlympiqueLyonnais,OGCNice,0,0,1964,21,96,91
RCParis,RCStrasbourg,3,0,1964,21,107,111
SCToulon,HavreAC,4,0,1964,21,122,77
StadedeReims,StadeFrançais,0,3,1964,21,134,135
ToulouseFC,StadeRennaisFC,1,1,1964,21,140,138
ValenciennesFC,FCNantes,0,0,1964,21,155,65
ASCherbourg,FCMetz,1,3,1964,20,16,61
ASSaint-Etienne,ToulouseFC,7,1,1964,20,24,140
BesançonRC,LimogesFC,3,1,1964,20,26,83
FCNancy,Forbach,2,0,1964,20,64,71
FCNantes,RCParis,1,0,1964,20,65,107
FCRouen1899,OlympiqueLyonnais,2,2,1964,20,66,96
GF38,ASBéziers,1,0,1964,20,73,14
OGCNice,ASMonaco,0,2,1964,20,91,20
OlympiquedeMarseille,HavreAC,3,1,1964,20,94,77
RCLens,AngersSCO,4,0,1964,20,106,9
RCStrasbourg,CSSedan,2,0,1964,20,111,40
RedStarFC,ASAixoise,0,0,1964,20,112,12
SCToulon,FCSochaux-Montbéliard,2,3,1964,20,122,69
SOMontpelliérain,ASCannes,0,1,1964,20,128,15
StadedeReims,GirondinsdeBordeaux,1,0,1964,20,134,74
StadeFrançais,NîmesOlympique,0,0,1964,20,135,90
StadeRennaisFC,ValenciennesFC,2,1,1964,20,138,155
USBoulogneCO,LOSC,1,2,1964,20,146,84
AngersSCO,RCLens,1,2,1964,2,9,106
ASAixoise,RedStarFC,2,1,1964,2,12,112
ASBéziers,GF38,1,1,1964,2,14,73
ASCannes,SOMontpelliérain,2,3,1964,2,15,128
ASMonaco,OGCNice,0,0,1964,2,20,91
CSSedan,RCStrasbourg,2,1,1964,2,40,111
FCMetz,ASCherbourg,1,1,1964,2,61,16
FCSochaux-Montbéliard,SCToulon,2,1,1964,2,69,122
Forbach,FCNancy,1,1,1964,2,71,64
GirondinsdeBordeaux,StadedeReims,4,2,1964,2,74,134
HavreAC,OlympiquedeMarseille,1,0,1964,2,77,94
LimogesFC,BesançonRC,3,0,1964,2,83,26
LOSC,USBoulogneCO,2,0,1964,2,84,146
NîmesOlympique,StadeFrançais,3,0,1964,2,90,135
OlympiqueLyonnais,FCRouen1899,0,1,1964,2,96,66
RCParis,FCNantes,3,0,1964,2,107,65
ToulouseFC,ASSaint-Etienne,4,0,1964,2,140,24
ValenciennesFC,StadeRennaisFC,0,0,1964,2,155,138
AngersSCO,StadeFrançais,1,3,1964,19,9,135
ASAixoise,BesançonRC,1,0,1964,19,12,26
ASBéziers,RedStarFC,0,1,1964,19,14,112
ASCannes,FCNancy,5,2,1964,19,15,64
ASCherbourg,USBoulogneCO,1,0,1964,19,16,146
CSSedan,FCNantes,2,0,1964,19,40,65
FCMetz,GF38,0,0,1964,19,61,73
FCRouen1899,ASMonaco,4,0,1964,19,66,20
FCSochaux-Montbéliard,OlympiquedeMarseille,0,0,1964,19,69,94
Forbach,LOSC,1,3,1964,19,71,84
GirondinsdeBordeaux,RCStrasbourg,2,0,1964,19,74,111
HavreAC,SOMontpelliérain,4,0,1964,19,77,128
LimogesFC,SCToulon,2,0,1964,19,83,122
NîmesOlympique,StadedeReims,4,0,1964,19,90,134
OlympiqueLyonnais,RCLens,1,1,1964,19,96,106
RCParis,StadeRennaisFC,0,2,1964,19,107,138
ToulouseFC,OGCNice,2,1,1964,19,140,91
ValenciennesFC,ASSaint-Etienne,1,2,1964,19,155,24
ASSaint-Etienne,RCParis,2,1,1964,18,24,107
BesançonRC,ASBéziers,3,1,1964,18,26,14
FCNancy,HavreAC,3,1,1964,18,64,77
FCNantes,RCStrasbourg,2,1,1964,18,65,111
FCRouen1899,ToulouseFC,2,1,1964,18,66,140
Forbach,USBoulogneCO,0,0,1964,18,71,146
GF38,ASCherbourg,0,3,1964,18,73,16
GirondinsdeBordeaux,NîmesOlympique,2,2,1964,18,74,90
LOSC,ASCannes,3,0,1964,18,84,15
OGCNice,ValenciennesFC,1,3,1964,18,91,155
OlympiquedeMarseille,LimogesFC,3,3,1964,18,94,83
RCLens,ASMonaco,0,0,1964,18,106,20
RedStarFC,FCMetz,0,1,1964,18,112,61
SCToulon,ASAixoise,1,0,1964,18,122,12
SOMontpelliérain,FCSochaux-Montbéliard,1,1,1964,18,128,69
StadedeReims,AngersSCO,1,1,1964,18,134,9
StadeFrançais,OlympiqueLyonnais,1,2,1964,18,135,96
StadeRennaisFC,CSSedan,1,0,1964,18,138,40
AngersSCO,StadedeReims,3,1,1964,17,9,134
ASAixoise,SCToulon,1,1,1964,17,12,122
ASBéziers,BesançonRC,0,2,1964,17,14,26
ASCannes,LOSC,1,1,1964,17,15,84
ASCherbourg,GF38,3,1,1964,17,16,73
ASMonaco,RCLens,5,0,1964,17,20,106
CSSedan,StadeRennaisFC,5,0,1964,17,40,138
FCMetz,RedStarFC,2,0,1964,17,61,112
FCSochaux-Montbéliard,SOMontpelliérain,6,0,1964,17,69,128
HavreAC,FCNancy,1,1,1964,17,77,64
LimogesFC,OlympiquedeMarseille,1,2,1964,17,83,94
NîmesOlympique,GirondinsdeBordeaux,0,0,1964,17,90,74
OlympiqueLyonnais,StadeFrançais,2,0,1964,17,96,135
RCParis,ASSaint-Etienne,1,3,1964,17,107,24
RCStrasbourg,FCNantes,0,0,1964,17,111,65
ToulouseFC,FCRouen1899,2,2,1964,17,140,66
USBoulogneCO,Forbach,3,0,1964,17,146,71
ValenciennesFC,OGCNice,7,2,1964,17,155,91
ASSaint-Etienne,CSSedan,2,1,1964,16,24,40
BesançonRC,FCMetz,1,1,1964,16,26,61
FCNancy,FCSochaux-Montbéliard,0,0,1964,16,64,69
FCRouen1899,ValenciennesFC,0,4,1964,16,66,155
Forbach,ASCannes,1,0,1964,16,71,15
GF38,USBoulogneCO,3,0,1964,16,73,146
GirondinsdeBordeaux,FCNantes,2,0,1964,16,74,65
LOSC,HavreAC,2,0,1964,16,84,77
NîmesOlympique,AngersSCO,2,0,1964,16,90,9
OGCNice,RCParis,1,1,1964,16,91,107
OlympiquedeMarseille,ASAixoise,1,1,1964,16,94,12
RCLens,ToulouseFC,2,1,1964,16,106,140
RedStarFC,ASCherbourg,2,0,1964,16,112,16
SCToulon,ASBéziers,1,0,1964,16,122,14
SOMontpelliérain,LimogesFC,1,2,1964,16,128,83
StadedeReims,OlympiqueLyonnais,2,2,1964,16,134,96
StadeFrançais,ASMonaco,1,0,1964,16,135,20
StadeRennaisFC,RCStrasbourg,0,0,1964,16,138,111
AngersSCO,GirondinsdeBordeaux,1,1,1964,15,9,74
ASAixoise,SOMontpelliérain,2,2,1964,15,12,128
ASBéziers,OlympiquedeMarseille,0,1,1964,15,14,94
ASCherbourg,BesançonRC,0,0,1964,15,16,26
ASMonaco,StadedeReims,1,0,1964,15,20,134
CSSedan,OGCNice,8,1,1964,15,40,91
FCMetz,SCToulon,1,1,1964,15,61,122
FCNantes,StadeRennaisFC,2,1,1964,15,65,138
FCSochaux-Montbéliard,LOSC,2,3,1964,15,69,84
HavreAC,Forbach,1,1,1964,15,77,71
LimogesFC,FCNancy,2,0,1964,15,83,64
OlympiqueLyonnais,NîmesOlympique,2,1,1964,15,96,90
RCParis,FCRouen1899,2,2,1964,15,107,66
RCStrasbourg,ASSaint-Etienne,2,0,1964,15,111,24
RedStarFC,GF38,1,1,1964,15,112,73
ToulouseFC,StadeFrançais,0,2,1964,15,140,135
USBoulogneCO,ASCannes,0,0,1964,15,146,15
ValenciennesFC,RCLens,0,0,1964,15,155,106
AngersSCO,OlympiqueLyonnais,1,1,1964,14,9,96
ASCannes,HavreAC,1,2,1964,14,15,77
ASSaint-Etienne,FCNantes,6,1,1964,14,24,65
BesançonRC,GF38,2,0,1964,14,26,73
FCNancy,ASAixoise,0,1,1964,14,64,12
FCRouen1899,CSSedan,2,2,1964,14,66,40
Forbach,FCSochaux-Montbéliard,0,0,1964,14,71,69
GirondinsdeBordeaux,StadeRennaisFC,3,1,1964,14,74,138
LOSC,LimogesFC,3,0,1964,14,84,83
NîmesOlympique,ASMonaco,1,0,1964,14,90,20
OGCNice,RCStrasbourg,1,1,1964,14,91,111
OlympiquedeMarseille,FCMetz,2,1,1964,14,94,61
RCLens,RCParis,10,2,1964,14,106,107
SCToulon,ASCherbourg,3,0,1964,14,122,16
SOMontpelliérain,ASBéziers,2,0,1964,14,128,14
StadedeReims,ToulouseFC,1,3,1964,14,134,140
StadeFrançais,ValenciennesFC,0,2,1964,14,135,155
USBoulogneCO,RedStarFC,2,1,1964,14,146,112
ASAixoise,LOSC,1,2,1964,13,12,84
ASBéziers,FCNancy,1,0,1964,13,14,64
ASCherbourg,OlympiquedeMarseille,3,6,1964,13,16,94
ASMonaco,AngersSCO,0,1,1964,13,20,9
CSSedan,RCLens,2,3,1964,13,40,106
FCMetz,SOMontpelliérain,1,0,1964,13,61,128
FCNantes,OGCNice,3,0,1964,13,65,91
FCSochaux-Montbéliard,ASCannes,4,1,1964,13,69,15
GF38,SCToulon,3,1,1964,13,73,122
LimogesFC,Forbach,2,1,1964,13,83,71
OlympiqueLyonnais,GirondinsdeBordeaux,3,1,1964,13,96,74
RCParis,StadeFrançais,3,2,1964,13,107,135
RCStrasbourg,FCRouen1899,1,0,1964,13,111,66
RedStarFC,BesançonRC,2,2,1964,13,112,26
StadeRennaisFC,ASSaint-Etienne,1,1,1964,13,138,24
ToulouseFC,NîmesOlympique,1,1,1964,13,140,90
USBoulogneCO,HavreAC,1,2,1964,13,146,77
ValenciennesFC,StadedeReims,2,1,1964,13,155,134
AngersSCO,ToulouseFC,4,3,1964,12,9,140
ASCannes,LimogesFC,4,0,1964,12,15,83
BesançonRC,USBoulogneCO,3,3,1964,12,26,146
FCNancy,FCMetz,0,2,1964,12,64,61
FCRouen1899,FCNantes,5,2,1964,12,66,65
Forbach,ASAixoise,0,0,1964,12,71,12
GirondinsdeBordeaux,ASSaint-Etienne,2,3,1964,12,74,24
HavreAC,FCSochaux-Montbéliard,0,0,1964,12,77,69
LOSC,ASBéziers,3,0,1964,12,84,14
NîmesOlympique,ValenciennesFC,2,0,1964,12,90,155
OGCNice,StadeRennaisFC,0,2,1964,12,91,138
OlympiquedeMarseille,GF38,1,1,1964,12,94,73
OlympiqueLyonnais,ASMonaco,5,1,1964,12,96,20
RCLens,RCStrasbourg,2,1,1964,12,106,111
SCToulon,RedStarFC,3,1,1964,12,122,112
SOMontpelliérain,ASCherbourg,3,4,1964,12,128,16
StadedeReims,RCParis,1,4,1964,12,134,107
StadeFrançais,CSSedan,3,2,1964,12,135,40
ASAixoise,ASCannes,2,0,1964,11,12,15
ASBéziers,Forbach,0,0,1964,11,14,71
ASCherbourg,FCNancy,6,1,1964,11,16,64
ASMonaco,GirondinsdeBordeaux,2,0,1964,11,20,74
ASSaint-Etienne,OGCNice,2,2,1964,11,24,91
BesançonRC,SCToulon,2,0,1964,11,26,122
CSSedan,StadedeReims,2,0,1964,11,40,134
FCMetz,LOSC,3,2,1964,11,61,84
FCNantes,RCLens,2,1,1964,11,65,106
GF38,SOMontpelliérain,0,0,1964,11,73,128
LimogesFC,HavreAC,4,1,1964,11,83,77
RCParis,NîmesOlympique,5,0,1964,11,107,90
RCStrasbourg,StadeFrançais,1,1,1964,11,111,135
RedStarFC,OlympiquedeMarseille,3,5,1964,11,112,94
StadeRennaisFC,FCRouen1899,2,1,1964,11,138,66
ToulouseFC,OlympiqueLyonnais,1,0,1964,11,140,96
USBoulogneCO,FCSochaux-Montbéliard,0,1,1964,11,146,69
ValenciennesFC,AngersSCO,1,3,1964,11,155,9
AngersSCO,RCParis,2,1,1964,10,9,107
ASAixoise,HavreAC,4,2,1964,10,12,77
ASCannes,ASBéziers,3,2,1964,10,15,14
ASMonaco,ToulouseFC,5,0,1964,10,20,140
FCNancy,GF38,2,1,1964,10,64,73
FCRouen1899,ASSaint-Etienne,0,0,1964,10,66,24
FCSochaux-Montbéliard,LimogesFC,2,1,1964,10,69,83
Forbach,FCMetz,2,1,1964,10,71,61
GirondinsdeBordeaux,OGCNice,6,2,1964,10,74,91
LOSC,ASCherbourg,3,2,1964,10,84,16
NîmesOlympique,CSSedan,4,2,1964,10,90,40
OlympiquedeMarseille,BesançonRC,0,0,1964,10,94,26
OlympiqueLyonnais,ValenciennesFC,1,1,1964,10,96,155
RCLens,StadeRennaisFC,5,0,1964,10,106,138
SCToulon,USBoulogneCO,2,0,1964,10,122,146
SOMontpelliérain,RedStarFC,4,2,1964,10,128,112
StadedeReims,RCStrasbourg,0,0,1964,10,134,111
StadeFrançais,FCNantes,4,0,1964,10,135,65
ASMonaco,FCRouen1899,2,1,1964,1,20,66
ASSaint-Etienne,ValenciennesFC,1,1,1964,1,24,155
BesançonRC,ASAixoise,1,1,1964,1,26,12
FCNancy,ASCannes,4,2,1964,1,64,15
FCNantes,CSSedan,2,2,1964,1,65,40
GF38,FCMetz,0,0,1964,1,73,61
LOSC,Forbach,4,1,1964,1,84,71
OGCNice,ToulouseFC,2,4,1964,1,91,140
OlympiquedeMarseille,FCSochaux-Montbéliard,1,1,1964,1,94,69
RCLens,OlympiqueLyonnais,1,2,1964,1,106,96
RCStrasbourg,GirondinsdeBordeaux,3,1,1964,1,111,74
RedStarFC,ASBéziers,0,0,1964,1,112,14
SCToulon,LimogesFC,4,2,1964,1,122,83
SOMontpelliérain,HavreAC,0,3,1964,1,128,77
StadedeReims,NîmesOlympique,0,0,1964,1,134,90
StadeFrançais,AngersSCO,2,2,1964,1,135,9
StadeRennaisFC,RCParis,2,2,1964,1,138,107
USBoulogneCO,ASCherbourg,5,2,1964,1,146,16
AngersSCO,CSSedan,0,1,1963,9,9,40
ASCherbourg,ASBéziers,1,2,1963,9,16,14
ASMonaco,ValenciennesFC,3,1,1963,9,20,155
CAParis,Forbach,2,1,1963,9,30,71
FCMetz,ASCannes,2,0,1963,9,61,15
FCNantes,USBoulogneCO,2,0,1963,9,65,146
FCSochaux-Montbéliard,ASAixoise,3,1,1963,9,69,12
GF38,StadedeReims,0,3,1963,9,73,134
GirondinsdeBordeaux,OlympiqueLyonnais,1,2,1963,9,74,96
HavreAC,RedStarFC,2,0,1963,9,77,112
NîmesOlympique,FCNancy,3,0,1963,9,90,64
OlympiquedeMarseille,RCParis,1,3,1963,9,94,107
RCLens,OGCNice,2,2,1963,9,106,91
RCRoubaix,BesançonRC,2,1,1963,9,110,26
SCToulon,ASSaint-Etienne,1,2,1963,9,122,24
StadeFrançais,FCRouen1899,1,2,1963,9,135,66
StadeRennaisFC,RCStrasbourg,4,1,1963,9,138,111
ToulouseFC,SOMontpellier,2,1,1963,9,140,127
TroyesASTS,LimogesFC,3,0,1963,9,142,83
AngersSCO,GirondinsdeBordeaux,0,3,1963,8,9,74
ASCannes,ASBéziers,4,1,1963,8,15,14
ASSaint-Etienne,HavreAC,2,1,1963,8,24,77
BesançonRC,SCToulon,2,0,1963,8,26,122
CSSedan,RCLens,2,1,1963,8,40,106
FCMetz,TroyesASTS,6,0,1963,8,61,142
FCNancy,FCRouen1899,1,3,1963,8,64,66
Forbach,ASAixoise,3,1,1963,8,71,12
LimogesFC,CAParis,5,1,1963,8,83,30
LOSC,FCSochaux-Montbéliard,0,0,1963,8,84,69
NîmesOlympique,StadedeReims,0,0,1963,8,90,134
OGCNice,SOMontpellier,3,1,1963,8,91,127
OlympiqueLyonnais,ASMonaco,1,1,1963,8,96,20
RCParis,StadeRennaisFC,2,1,1963,8,107,138
RCStrasbourg,GF38,4,0,1963,8,111,73
RedStarFC,ASCherbourg,2,1,1963,8,112,16
ToulouseFC,OlympiquedeMarseille,3,1,1963,8,140,94
USBoulogneCO,RCRoubaix,1,2,1963,8,146,110
ValenciennesFC,StadeFrançais,0,0,1963,8,155,135
ASAixoise,SCToulon,0,2,1963,7,12,122
ASBéziers,LOSC,4,2,1963,7,14,84
ASCherbourg,BesançonRC,0,1,1963,7,16,26
ASMonaco,RCParis,1,1,1963,7,20,107
CAParis,USBoulogneCO,1,2,1963,7,30,146
FCNantes,RedStarFC,1,0,1963,7,65,112
FCRouen1899,ValenciennesFC,3,2,1963,7,66,155
FCSochaux-Montbéliard,ASCannes,4,1,1963,7,69,15
Forbach,LimogesFC,1,5,1963,7,71,83
GF38,OlympiquedeMarseille,0,3,1963,7,73,94
GirondinsdeBordeaux,OGCNice,0,2,1963,7,74,91
HavreAC,FCMetz,0,0,1963,7,77,61
RCLens,NîmesOlympique,2,1,1963,7,106,90
RCStrasbourg,AngersSCO,3,1,1963,7,111,9
SOMontpellier,CSSedan,1,0,1963,7,127,40
StadedeReims,FCNancy,5,1,1963,7,134,64
StadeFrançais,ToulouseFC,1,2,1963,7,135,140
StadeRennaisFC,OlympiqueLyonnais,2,1,1963,7,138,96
TroyesASTS,RCRoubaix,1,1,1963,7,142,110
ASCherbourg,FCMetz,1,1,1963,6,16,61
BesançonRC,ASCannes,2,3,1963,6,26,15
CAParis,ASAixoise,3,0,1963,6,30,12
CSSedan,ASMonaco,3,0,1963,6,40,20
FCNancy,AngersSCO,0,0,1963,6,64,9
Forbach,RedStarFC,2,2,1963,6,71,112
GirondinsdeBordeaux,FCRouen1899,4,1,1963,6,74,66
LimogesFC,FCSochaux-Montbéliard,1,2,1963,6,83,69
NîmesOlympique,ToulouseFC,3,1,1963,6,90,140
OGCNice,GF38,3,2,1963,6,91,73
OlympiquedeMarseille,ValenciennesFC,1,3,1963,6,94,155
OlympiqueLyonnais,SOMontpellier,1,1,1963,6,96,127
RCLens,StadeFrançais,2,1,1963,6,106,135
RCParis,RCStrasbourg,1,1,1963,6,107,111
RCRoubaix,FCNantes,1,2,1963,6,110,65
SCToulon,ASBéziers,0,0,1963,6,122,14
StadeRennaisFC,StadedeReims,2,0,1963,6,138,134
TroyesASTS,LOSC,0,1,1963,6,142,84
USBoulogneCO,ASSaint-Etienne,2,2,1963,6,146,24
AngersSCO,RCLens,2,2,1963,5,9,106
ASAixoise,TroyesASTS,2,3,1963,5,12,142
ASBéziers,USBoulogneCO,1,2,1963,5,14,146
ASCannes,CAParis,3,0,1963,5,15,30
ASMonaco,GirondinsdeBordeaux,0,2,1963,5,20,74
ASSaint-Etienne,BesançonRC,3,2,1963,5,24,26
